id,price_doc
30860,6020754.85
30861,8174384.0325
30862,6846401.9875
30863,5017687.28125
30864,6000516.5390625
30865,10060408.4259375
30866,7974289.06953125
30867,5891473.5
30868,9054726.25625
30869,5434310.8984375
30870,5000211.00390625
30871,8991476.5
30872,4771865.444140625
30873,4025066.318359375
30874,4500773.399999999
30875,6799159.825
30876,4913131.081250001
30877,10097540.13125
30878,5432938.172578124
30879,12581975.1875
30880,6336039.0
30881,2112334.4437499996
30882,10660689.853125
30883,3474535.9875
30884,5493102.5327343745
30885,5151469.0390625
30886,8026106.8828125
30887,5638104.912500001
30888,4403096.206250001
30889,5440150.85625
30890,7366449.0703125
30891,4076787.047265625
30892,4109552.57734375
30893,4434729.99375
30894,5579214.96484375
30895,4344937.9078125
30896,6973260.6765625
30897,7963415.53125
30898,6864218.3190625
30899,6465236.25046875
30900,3095729.84984375
30901,6413751.078125
30902,2299252.040625
30903,6547745.868749999
30904,8249525.5671875
30905,5499973.042265625
30906,6491281.484375
30907,13140659.707812501
30908,4320508.331250001
30909,15210223.5
30910,7374151.88671875
30911,4682116.459375001
30912,6625303.546875
30913,17956440.479687497
30914,6136981.899999999
30915,8083142.953125
30916,5767536.30734375
30917,10270045.418750001
30918,6714519.0328125
30919,4130455.873828125
30920,5212449.05546875
30921,4688438.015625
30922,5728749.300000001
30923,3347219.7308593746
30924,5679639.076562501
30925,15587092.84375
30926,7000022.08125
30927,7923230.8
30928,4232321.8875
30929,5679639.076562501
30930,10495120.390625
30931,10718107.778125
30932,5082195.503125
30933,4450401.66796875
30934,13592736.6796875
30935,6801277.8846875
30936,6884727.500624999
30937,8878798.5453125
30938,3602881.8984374995
30939,11011089.7265625
30940,6592108.012031251
30941,6388343.353124999
30942,3524532.2125000004
30943,6723396.223593751
30944,4999723.3666406255
30945,4173234.26953125
30946,15045884.6265625
30947,6966648.89125
30948,8350589.5875
30949,5975877.385156251
30950,6283935.3390625
30951,17303001.384375002
30952,7813854.675000001
30953,10409580.3484375
30954,4861719.596875
30955,6591319.0921875
30956,7303050.7171875
30957,5782206.203125
30958,24752493.0859375
30959,8684331.71875
30960,8073426.7703125
30961,9311614.575000001
30962,11470867.453125
30963,3785503.2187499995
30964,3333728.8984375
30965,6772004.2734375
30966,12904955.84375
30967,11318461.537500001
30968,3588578.46953125
30969,3501389.3440625
30970,6789501.0
30971,10462232.7421875
30972,3511180.651328125
30973,5038472.034531251
30974,4829654.15625
30975,7547788.015625
30976,5525193.5
30977,7035258.13609375
30978,8274055.0875
30979,3163102.9546875
30980,8535260.48375
30981,6206386.725
30982,6750189.792812499
30983,3993123.5531249996
30984,5519763.456796875
30985,3709678.390625
30986,9944437.1421875
30987,9947613.9546875
30988,6400577.446875
30989,7791468.61875
30990,12797857.875000002
30991,9009633.778125001
30992,2919982.5484375
30993,7737897.578125
30994,4924364.85625
30995,7106001.684375
30996,5493102.5327343745
30997,7360850.561718751
30998,5886600.643750001
30999,7221046.753125001
31000,8274392.578125
31001,6336039.0
31002,10162440.612499999
31003,10166472.890625
31004,4043148.2812499995
31005,2772510.0703125
31006,7438917.0625
31007,5256883.6125
31008,5427802.766015625
31009,6593952.146875
31010,6627088.5984375
31011,4302328.54078125
31012,6010996.5
31013,7447314.202734375
31014,14244209.049999999
31015,8387878.731249999
31016,4256163.09453125
31017,8820488.60625
31018,5567105.05
31019,4549071.21171875
31020,7296800.86125
31021,12113192.785
31022,19250300.025
31023,9486491.254843751
31024,4904148.743749999
31025,6191710.1765625
31026,6154806.325
31027,4817516.3140625
31028,4039836.5999999996
31029,7879946.653125001
31030,6938460.989374999
31031,10235892.1390625
31032,9902470.025
31033,8791219.575
31034,6967003.0015625
31035,10400116.2340625
31036,6991124.1984375
31037,24215546.509375
31038,4332038.75
31039,9616402.1778125
31040,5625633.15625
31041,4415774.75625
31042,3565537.584375
31043,6174434.84375
31044,8025128.100000001
31045,6479203.59375
31046,14554836.0
31047,8248634.84453125
31048,5944160.848437499
31049,4187027.5453125
31050,7566824.6875
31051,6064257.72734375
31052,3973356.6093749995
31053,19033311.44375
31054,6216229.73125
31055,5279533.1875
31056,12776349.911875
31057,5729934.295312501
31058,6800280.234375
31059,3197522.0578125
31060,6893319.78125
31061,6366896.0
31062,6046735.595312499
31063,3366296.007578125
31064,5001040.0
31065,9934213.478125
31066,4516659.0625
31067,8513833.9375
31068,4280731.1765625
31069,4869111.80390625
31070,4729033.96234375
31071,3084497.6990625
31072,8323575.787500001
31073,2112334.4437499996
31074,6489387.899999999
31075,6780145.575
31076,6837546.8375
31077,5459307.087265625
31078,4330724.423437499
31079,5285833.0234375
31080,6602983.0767187495
31081,2955765.1469140626
31082,10561922.775
31083,4999723.3666406255
31084,8820488.60625
31085,13539664.601875
31086,3912784.6874999995
31087,5035619.503125
31088,7711288.125
31089,6706439.328125
31090,31648665.153125
31091,3078155.2992187496
31092,6758383.692968749
31093,6522105.6140625
31094,6276385.159375001
31095,5081355.378125
31096,18634726.0484375
31097,11245945.59375
31098,10176616.18125
31099,21021255.28125
31100,4912235.15625
31101,3848726.0109375
31102,6105840.6203125
31103,10423469.475
31104,5572220.8734375
31105,8658117.95625
31106,4609763.666406251
31107,12193934.228125
31108,6929095.359375
31109,5343272.278125
31110,8558952.8475
31111,11498494.810937501
31112,6041253.403125
31113,3605485.6687499997
31114,4942983.09375
31115,5390160.7828125
31116,6448269.603124999
31117,6193325.399999999
31118,4043942.417578125
31119,3286955.3997656247
31120,5444260.03125
31121,5531421.18125
31122,5740723.784375
31123,5022113.481796875
31124,5414630.71875
31125,13059872.890625
31126,17239068.1328125
31127,5597727.020312499
31128,5949907.03125
31129,5601143.5984375
31130,12843385.5509375
31131,7838462.828125
31132,9161231.1546875
31133,10836171.084375
31134,6695295.728124999
31135,10033699.8375
31136,10527345.981250001
31137,4524662.0671875
31138,7188021.421874999
31139,3864610.4128906247
31140,8104399.545312501
31141,6675847.3359375
31142,8925497.1703125
31143,4745845.442734375
31144,3917352.534375
31145,5771171.64375
31146,5913602.331250001
31147,14140362.265625
31148,6548160.2484375
31149,2320489.284375
31150,8644229.55
31151,4602994.0546875
31152,8177219.212499999
31153,5316969.1875
31154,15494297.770312501
31155,6508744.615625
31156,8461014.9421875
31157,4729198.22859375
31158,9346342.818750001
31159,6185982.825
31160,5779979.975000001
31161,3468607.601640625
31162,4962143.1640625
31163,5744379.9
31164,5987882.786718749
31165,6739010.777343749
31166,5362486.964296875
31167,6779060.4375
31168,10296087.759374999
31169,7884613.971875001
31170,5349497.79375
31171,14194016.9078125
31172,5343956.9765625
31173,10673810.46875
31174,9613716.4234375
31175,17905863.43125
31176,4789103.335624999
31177,8614364.9625
31178,4415395.5390625
31179,4561972.521875001
31180,4289974.709375
31181,8972926.95234375
31182,7177412.746875
31183,8314741.235937499
31184,5128172.190625
31185,4083812.12890625
31186,8726783.171875
31187,3605485.6687499997
31188,5008920.102187499
31189,5040402.36546875
31190,7454282.3671875
31191,14471510.965625
31192,3808022.05265625
31193,5199203.1137500005
31194,9410206.4375
31195,8042489.359375
31196,4934453.175
31197,14803699.109375002
31198,6142152.1
31199,6589497.672656249
31200,10384426.33015625
31201,3488222.8828125
31202,3703517.40625
31203,6366896.0
31204,3588227.134375
31205,7534466.58546875
31206,6078248.993749999
31207,4302667.1359375
31208,5223940.3125
31209,4466162.4609375
31210,5519991.05375
31211,7554195.783593751
31212,4899734.0864062505
31213,11083087.05
31214,6797708.779531251
31215,4771865.444140625
31216,5493102.5327343745
31217,6987666.5
31218,7536879.734999999
31219,3817572.027578125
31220,6423806.15625
31221,3789511.0648437496
31222,6988829.625
31223,9214595.692499999
31224,7245734.6390625
31225,11871611.325000001
31226,6216659.07265625
31227,8750877.15
31228,9826019.896875001
31229,4163116.5265625
31230,5659755.275
31231,4029183.9656249997
31232,6875977.590937501
31233,6272229.749375
31234,6700920.198437501
31235,5356347.96609375
31236,6458255.3953125
31237,11496430.8625
31238,6531089.5546875
31239,13889160.003124999
31240,6964405.678125001
31241,6349296.515625
31242,7194943.5
31243,3784520.11875
31244,7023753.0
31245,7892614.171875
31246,10935188.9640625
31247,5575258.0171875
31248,7600189.425
31249,9346399.261875
31250,5622942.975
31251,6793533.80859375
31252,6333765.00625
31253,8589913.112499999
31254,5725563.646875001
31255,11918414.745312499
31256,6795669.48125
31257,5168705.5109375
31258,9328586.5546875
31259,10897434.525
31260,7864780.140625
31261,21127128.003125
31262,5499973.042265625
31263,6136609.828125
31264,3772129.835390625
31265,12668915.53125
31266,8022477.375
31267,3854123.5565624996
31268,4298942.467968751
31269,7831522.29375
31270,4041994.4437499996
31271,5256662.125
31272,18056422.415625002
31273,8041168.259374999
31274,5765467.740625001
31275,6250854.843749999
31276,5531731.03125
31277,5104377.1015625
31278,14500469.96875
31279,14205385.006250001
31280,7343344.909375
31281,6793533.80859375
31282,12113192.785
31283,6364332.721875
31284,4478883.7296875
31285,5108855.727421875
31286,7881499.484375
31287,9944437.1421875
31288,4456716.7734375
31289,8542298.19765625
31290,5626648.26125
31291,6319117.6875
31292,3851906.7375000003
31293,7045333.5
31294,3829409.128125
31295,18581573.2921875
31296,8975964.24640625
31297,8432208.54140625
31298,3878706.8249999997
31299,9245122.4896875
31300,6954839.268750001
31301,6930000.267968751
31302,4804495.748437501
31303,8083907.08125
31304,6879734.915625
31305,9436479.8734375
31306,2939359.91171875
31307,6477531.09609375
31308,8088111.0234375
31309,8615576.6
31310,56035044.609375
31311,5270807.08671875
31312,5404195.196874999
31313,11963087.7078125
31314,6561265.1975
31315,9814307.997031251
31316,12415772.23375
31317,16770282.75
31318,7887047.265625
31319,6721147.286875
31320,6053130.828125
31321,8101021.46203125
31322,8110825.2
31323,7763422.1953125
31324,6910550.850000001
31325,6099063.581250001
31326,5252707.6171875
31327,7858867.1
31328,15833571.456249999
31329,5397439.7798437495
31330,10773012.046875
31331,8721431.606250001
31332,5541676.153125
31333,5172989.453125
31334,4298942.467968751
31335,7685201.5337499995
31336,8517989.15625
31337,7303113.675
31338,4168119.0718750004
31339,4733779.024999999
31340,6449004.9875
31341,9339968.990625
31342,5099288.25
31343,3129660.28265625
31344,3988653.528125
31345,4987239.75
31346,3798094.5300781247
31347,10059344.28125
31348,11848170.15625
31349,11502523.271875
31350,3587271.6343750004
31351,5735455.0
31352,10202523.6515625
31353,5038733.084375001
31354,7805759.151562501
31355,10683391.6875
31356,4427658.987500001
31357,4968040.815625
31358,2761992.0
31359,6330506.5
31360,13064769.375
31361,5039361.99375
31362,9685315.03625
31363,5302306.39375
31364,3797808.0046875
31365,3368075.8524218746
31366,6858746.4359375
31367,9577485.15
31368,5774851.3359375
31369,4688320.725078125
31370,9598883.90625
31371,9228187.528046876
31372,7081229.0
31373,5333359.74375
31374,6046735.595312499
31375,6021127.9625
31376,6594807.501562499
31377,8727535.425
31378,5680542.48984375
31379,25496969.2375
31380,4592238.41328125
31381,7125204.384374999
31382,5431711.65625
31383,7803619.2734375
31384,21561169.431250002
31385,13181078.1203125
31386,9431690.1015625
31387,12861806.9640625
31388,5271510.6640625
31389,4486218.75
31390,7351990.2515625
31391,5237443.60046875
31392,9181836.71875
31393,8844906.65625
31394,5696079.225000001
31395,3983919.02265625
31396,8340099.50625
31397,7545379.82625
31398,2364314.86875
31399,12312189.378124999
31400,4108195.0
31401,11602921.204687499
31402,9502167.675
31403,5001040.0
31404,3988985.0187500003
31405,4075693.1578125
31406,6171605.529375
31407,3057114.2765625003
31408,6364332.721875
31409,3441697.6717578126
31410,11274330.375
31411,8144428.026562501
31412,10622910.615625
31413,7409516.0125
31414,4313659.2
31415,14304413.8828125
31416,6451018.2
31417,5060183.446875
31418,7384684.26171875
31419,8834790.651562499
31420,9355717.5375
31421,6754010.090624999
31422,5900936.234375
31423,7023753.0
31424,23355800.4125
31425,6332178.628125
31426,5136906.45
31427,5908197.006250001
31428,7233244.8875
31429,13322130.059375
31430,4680671.2280468745
31431,5352990.592187501
31432,4831564.871875
31433,6603235.3125
31434,3804343.815625
31435,10999436.6625
31436,8838271.7
31437,12776349.911875
31438,8805145.265625
31439,9500595.665625
31440,7229683.6421875
31441,6487617.5
31442,7521148.53984375
31443,12082902.9
31444,6546466.532812499
31445,10771483.1875
31446,12339867.605
31447,6672409.593749999
31448,8542569.359375
31449,7779072.565625001
31450,6340577.321874999
31451,7989981.8125
31452,10767350.509374999
31453,2910867.55859375
31454,5508401.625
31455,7074198.118749999
31456,5001040.0
31457,5041579.52109375
31458,16930449.48328125
31459,8939182.15625
31460,5023594.0625
31461,4529991.7734375
31462,3606334.4584374996
31463,5378962.35046875
31464,8173435.15625
31465,5298739.95
31466,49617728.64
31467,3093103.960546875
31468,15406448.2421875
31469,4901019.2
31470,5338983.703125
31471,13953687.69375
31472,2779061.121289063
31473,7528602.95625
31474,3853452.948515625
31475,7703143.519375
31476,23332755.7125
31477,7732708.584375
31478,5202077.1046875
31479,5822827.565625
31480,9963348.909374999
31481,8254013.11875
31482,11507510.218750002
31483,9979323.759375
31484,6796075.04296875
31485,3405920.2874999996
31486,2729082.6875
31487,4811663.3875
31488,13638690.215625
31489,7801911.82421875
31490,4102850.2874999996
31491,5358959.78125
31492,8043066.28125
31493,9605845.2859375
31494,5147529.449999999
31495,5568579.91875
31496,8318750.6875
31497,4634558.371875
31498,6283967.868749999
31499,9673684.978124999
31500,11451857.2875
31501,9113551.275
31502,10630760.2125
31503,5444328.596875
31504,10308073.268749999
31505,16810965.8984375
31506,7693210.096875001
31507,6556850.978124999
31508,6468674.25625
31509,5742367.95
31510,6041191.71875
31511,4989785.9375
31512,6320005.69921875
31513,18034979.015625
31514,19145600.259375
31515,2421156.525390625
31516,15613263.6
31517,6322418.189062499
31518,7844920.1578125
31519,5972149.95
31520,6620039.6765625
31521,4724744.68125
31522,4456716.7734375
31523,6931527.75
31524,8917867.563281251
31525,11884959.909374999
31526,5467529.769453125
31527,7416533.8
31528,4825060.9578125
31529,5610066.85
31530,7100453.28125
31531,8971358.2578125
31532,5499973.042265625
31533,15207849.759375
31534,7329606.65625
31535,10164254.1
31536,7425545.6859375
31537,4361249.3203125
31538,5079955.830859375
31539,3893017.0039062505
31540,8791249.4175
31541,3178106.8429687503
31542,5490371.615625001
31543,3378897.9432031247
31544,4960291.5625
31545,8066774.1609375
31546,12901256.025
31547,6100076.53125
31548,6316419.140625
31549,5622942.975
31550,5461714.6734375
31551,5730705.6
31552,7461557.8359375
31553,6030362.1875
31554,7846483.9375
31555,4074453.5484375
31556,7632867.78
31557,5400534.8640625
31558,9944437.1421875
31559,2956819.3316406254
31560,7861323.836250001
31561,7213798.26015625
31562,28465814.6953125
31563,3297169.901953125
31564,7642965.1421875
31565,8784172.5234375
31566,5675940.3703125
31567,18229162.875
31568,6546300.2171875
31569,6749154.76109375
31570,7085495.320312501
31571,6022547.0
31572,3494079.302734375
31573,5275441.378125001
31574,11047714.890625
31575,5432938.172578124
31576,7074073.2390625
31577,5026788.925390624
31578,8248616.9921875
31579,5350240.365625001
31580,7446883.78125
31581,5396514.55
31582,6512215.621875
31583,8760071.11875
31584,4281060.149999999
31585,6721147.286875
31586,13408518.206875
31587,13868927.209375
31588,8889446.946875
31589,3699323.5390625
31590,5385903.600000001
31591,6847469.693750001
31592,7841479.309921875
31593,7917851.128125
31594,7936743.68875
31595,4995093.99921875
31596,3963245.1953125
31597,5773498.3125
31598,3749249.572421875
31599,6365127.0625
31600,7173964.875
31601,15601842.937499998
31602,5496613.04765625
31603,15293462.640625
31604,3927239.05
31605,5023594.0625
31606,6164125.396875
31607,8069025.865625
31608,5496613.04765625
31609,5746149.796875
31610,7508642.83125
31611,5403347.369531251
31612,5662062.0875
31613,4723588.594374999
31614,15488211.103125
31615,9177837.1875
31616,11828049.559375001
31617,4752347.6875
31618,7091355.6253125
31619,10531201.5703125
31620,4413691.878125
31621,5838884.6328125
31622,31704123.75
31623,11542701.0703125
31624,4922138.47453125
31625,10150898.3203125
31626,5709731.318750001
31627,7113220.505624999
31628,10831485.1875
31629,9332186.75
31630,3950417.826875
31631,6055892.5
31632,16739062.15
31633,5094551.7
31634,8880877.921875
31635,13750729.75625
31636,6157653.2625
31637,5514660.300000001
31638,7668633.7575
31639,3506575.54
31640,10693858.696875
31641,4004935.2542968746
31642,3140871.425390625
31643,5649290.76875
31644,11726330.80625
31645,5695172.4921875
31646,9048653.3671875
31647,5597106.243749999
31648,11164870.125
31649,5488969.171875
31650,5986077.3
31651,12780022.5234375
31652,5249567.3353906255
31653,5428171.734375
31654,5241724.05859375
31655,4357874.15625
31656,20470468.35625
31657,6982588.565625
31658,4497373.4375
31659,7869995.3
31660,5247060.21875
31661,5157278.55
31662,6709053.065625
31663,3959089.9687499995
31664,4013953.84390625
31665,4066488.4796875003
31666,5316127.959375001
31667,7293149.8875
31668,9911095.0728125
31669,11537850.0625
31670,6932294.1921875
31671,5854824.54375
31672,8506603.1765625
31673,9103239.928125
31674,9321384.6
31675,7882894.139296874
31676,7421257.9796875
31677,4703970.8353125
31678,4864535.4975
31679,8140231.3859375
31680,7223414.062500001
31681,6283723.5
31682,3510227.068359375
31683,6721147.286875
31684,5024710.11171875
31685,3329242.8225
31686,12245943.615625
31687,12047308.879687501
31688,10104583.551562501
31689,3758017.471875
31690,7410051.52734375
31691,3557647.981875
31692,4087087.9724999997
31693,6211050.921875
31694,7602144.539062501
31695,6793533.80859375
31696,3105551.588125
31697,5026502.20703125
31698,3062985.93046875
31699,5561573.428125
31700,5034477.10625
31701,8978119.05859375
31702,6304015.715625
31703,8846252.153125001
31704,6110178.525
31705,9343575.9828125
31706,5881790.575781249
31707,13076767.559531251
31708,8251307.95
31709,5252062.860937499
31710,11340096.196874999
31711,7315946.2890625
31712,7985668.925
31713,5597727.020312499
31714,5026554.578125
31715,4727179.474609375
31716,5858248.828125
31717,11112581.575625
31718,4908427.081250001
31719,7295219.100000001
31720,4690754.009374999
31721,4453788.701953125
31722,5731597.0375
31723,5602863.64375
31724,6027825.0015625
31725,5023594.0625
31726,11545969.531249998
31727,6139959.059374999
31728,4560927.18046875
31729,7124162.2546875
31730,3587271.6343750004
31731,6993950.1028125
31732,8320705.649999999
31733,3863371.4968749997
31734,4434729.99375
31735,2824140.16828125
31736,6057739.462499999
31737,5229539.9296875
31738,5597727.020312499
31739,5975388.421875
31740,7171469.725000001
31741,9580339.125
31742,13695441.6246875
31743,7813854.675000001
31744,4922447.37015625
31745,3834795.7125000004
31746,10445359.134375
31747,5025658.4375
31748,19035079.8640625
31749,5617114.8140625
31750,9320682.4
31751,7459659.55625
31752,4052514.0746093746
31753,3311276.8605468753
31754,7097450.268750001
31755,10838001.431249999
31756,2214322.225234375
31757,5953110.8890625
31758,6189591.55
31759,5932620.2640625
31760,5682684.1109375
31761,16146453.15234375
31762,2790328.782578125
31763,12189827.86125
31764,7019605.20625
31765,3514720.090234375
31766,9243838.734375
31767,3653423.5900781252
31768,6958268.0
31769,10027718.662500001
31770,3717403.48828125
31771,3849379.478515625
31772,8901603.2796875
31773,5432322.425
31774,5846703.8646875
31775,11897807.76796875
31776,2291636.821875
31777,4040775.1125000003
31778,11524698.143359374
31779,8859233.9165625
31780,6793533.80859375
31781,7336743.578125
31782,6236735.34375
31783,3510835.92546875
31784,6213346.425
31785,6387695.625
31786,4981135.76171875
31787,6749678.20078125
31788,5550308.1828125
31789,5682684.1109375
31790,3766462.7249999996
31791,9302258.9996875
31792,7362527.14125
31793,7830932.484375001
31794,6210493.03515625
31795,5925847.125
31796,4836778.41796875
31797,13422812.4515625
31798,8362817.92734375
31799,4112539.4374999995
31800,5941066.78125
31801,3060135.435
31802,6636541.40625
31803,7697960.15625
31804,5230875.465625
31805,3099267.19921875
31806,6715606.024999999
